delta_mz	count_estimate	mass_signature	note	dict
1.0033	4156	1.0033	M(C13)	{'C': -1, '(C13)': 1}
14.0155	899	14.0155	± CH2, alkane chains, waxes, fatty acids, methylation; or '-[C3H6ON] <-> -[C2H4ON], acrylamide versus iodoacetamide in cysteine alkylation (gels)	{'C': 1, 'H': 2}
18.0104	883	18.0104	H2O	{'H': -2, 'O': -1}
2.0155	717	2.0155	± 2H, opening or forming of double bond	{'H': 2}
21.9818	656	21.9818	Na+<-> H+, salt adduct	{'Na': 1, 'H': -1}
44.0261	652
28.0312	621	28.0312	± C2H4, natural alkane chains such as fatty acids	{'C': 2, 'H': 4}
15.9948	479	15.9948	± O, e.g. oxidation/reduction	{'O': 1}
17.0264	451	17.0264	NH3	{'N': -1, 'H': -3}
0.5015	449	0.5015	double charged with C13	{'C': -1, '(C13)': 1}
26.0155	439
27.9947	433	27.9947	± CO	{'C': 1, 'O': 1}
11.9999	425	11.9999	M+H+Na[2+]	{'H': 1, 'Na': 1}
30.0104	369
32.026	350	32.026	MeOH	{'C': 1, 'H': 4, 'O': 1}
42.0104	340	42.0104	± COCH2	{'C': 2, 'O': 1, 'H': 2}
67.9872	325	67.9872	NaCOOH	{'C': 1, 'O': 2, 'Na': 1, 'H': 1}
13.9791	319	13.9791	O <-> 2H, e.g. Oxidation follwed by H2O elimination	{'H': -2, 'O': 1}
23.9998	317	23.9998	H+Na	{'Na': 1, 'H': 1}
46.0053	313	46.0053	H2O+CO	{'C': -1, 'H': -2, 'O': -2}
42.0468	313	42.0468	± C3H6, propylation	{'C': 3, 'H': 6}
16.0312	313
88.0522	304
41.0263	294	41.0263	Acetonitrile	{'C': 2, 'H': 3, 'N': 1}
15.9738	290	15.9738	Na+<-> K+, salt adduct	{'Na': -1, 'K': 1}
22.9852	281	22.9852	Na	{'Na': 1}
30.0468	266
4.0312	258
56.0624	257	56.0624	± C4H8, butylation	{'C': 4, 'H': 8}
60.0209	256
9.9842	255
1.9792	244	1.9792	K+ <-> Cl-+2H2+, salt adduct	{'K': -1, 'Cl': 1, 'H': 2}
3.9948	244
58.0417	240	58.0417	"+C3H6O, acetone condensation"	{'C': 3, 'H': 6, 'O': 1}
